state_name,county_name,zip_code,pct_homes_negative_equity
Maine,York,03904,1.49
Arizona,Maricopa,85249,1.49
Pennsylvania,Allegheny,15234,1.49
Montana,Flathead,59913,1.49
Rhode Island,Washington,02804,1.49
New York,Wyoming,14536,1.49
North Carolina,Edgecombe,27801,1.49
California,Yolo,95694,1.49
Alabama,Baldwin,36527,1.49
Indiana,Hamilton,46032,1.49
Kentucky,Allen,42164,1.49
Michigan,Branch,49036,1.49
Minnesota,Anoka,55014,1.49
Virginia,Augusta,24430,1.49
Pennsylvania,Delaware,19033,1.49
North Carolina,Moore,27242,1.49
Tennessee,McNairy,38334,1.49
Wisconsin,Portage,54482,1.49
Missouri,Jackson,64108,1.49
Utah,Weber,84067,1.49
Colorado,Otero,81030,1.49
Ohio,Ross,45673,1.49
Oklahoma,Jackson,73549,1.49
New Hampshire,Belknap,03226,1.49
Oregon,Lane,97455,1.49
Pennsylvania,Lebanon,17067,1.48
California,Butte,95954,1.48
New York,Chautauqua,14136,1.48
Missouri,Jackson,64029,1.48
Wisconsin,Outagamie,54136,1.48
Iowa,Monona,51034,1.48
Alabama,Madison,35741,1.48
Indiana,White,47950,1.48
Massachusetts,Barnstable,02556,1.48
Pennsylvania,Wayne,18436,1.48
Missouri,Saint Louis,63141,1.48
Georgia,Liberty,31320,1.48
Alabama,Dale,36374,1.48
Ohio,Mercer,45862,1.48
Georgia,Muscogee,31909,1.48
Minnesota,Meeker,55389,1.48
Pennsylvania,Snyder,17086,1.48
Pennsylvania,Lancaster,17517,1.48
New Jersey,Somerset,08844,1.48
Iowa,Webster,50518,1.48
Nebraska,Hall,68883,1.48
Colorado,Jefferson,80457,1.48
Pennsylvania,Huntingdon,16621,1.48
Ohio,Allen,45808,1.48
Georgia,Gordon,30701,1.48
New York,Saratoga,12065,1.48
Virginia,Gloucester,23061,1.48
South Carolina,Orangeburg,29018,1.48
New York,Monroe,14615,1.48
Florida,Lee,34135,1.48
Utah,Weber,84403,1.48
Iowa,Story,50014,1.48
Georgia,Baldwin,31061,1.48
Tennessee,Weakley,38225,1.48
New York,Columbia,12136,1.48
New York,Cortland,13101,1.48
Pennsylvania,Bucks,19054,1.48
Michigan,Macomb,48047,1.48
Louisiana,Caddo,71069,1.48
Hawaii,Hawaii,96719,1.48
Missouri,Jackson,64132,1.48
Alabama,Jefferson,35206,1.48
New York,Columbia,12529,1.48
North Carolina,Yancey,28714,1.48
Georgia,Jones,31032,1.48
Connecticut,Tolland,06268,1.48
Virginia,James City,23185,1.48
Wisconsin,Barron,54728,1.48
Virginia,Fairfax,22031,1.48
Georgia,DeKalb,30021,1.48
Oregon,Lincoln,97380,1.48
South Dakota,Yankton,57031,1.48
Massachusetts,Worcester,01740,1.48
Illinois,Jo Daviess,61001,1.48
Wyoming,Albany,82070,1.48
Virginia,Accomack,23442,1.48
Tennessee,Lauderdale,38063,1.48
California,El Dorado,95634,1.48
Louisiana,Saint Charles,70079,1.48
New Jersey,Morris,07940,1.48
Maine,Waldo,04496,1.48
Tennessee,Macon,37150,1.48
South Dakota,Yankton,57037,1.48
Ohio,Knox,43028,1.48
Tennessee,Shelby,38114,1.48
Illinois,Ogle,61010,1.48
Alabama,Baldwin,36535,1.48
Tennessee,Henderson,38351,1.48
Illinois,Jo Daviess,61025,1.48
Missouri,McDonald,64843,1.48
South Carolina,Dorchester,29456,1.48
Arkansas,Scott,72926,1.47
California,San Diego,92019,1.47
Texas,Dallas,75238,1.47
Oklahoma,Cleveland,73170,1.47
Kentucky,Menifee,40387,1.47
Georgia,Bibb,31201,1.47
Pennsylvania,Allegheny,15049,1.47
Florida,Duval,32223,1.47
Texas,Dallas,75134,1.47
Florida,Volusia,32118,1.47
Missouri,Butler,63932,1.47
Georgia,Montgomery,30410,1.47
Alabama,Cullman,35098,1.47
Massachusetts,Bristol,02743,1.47
Kansas,Gray,67835,1.47
Kentucky,Allen,42120,1.47
Wisconsin,Dane,53718,1.47
Arizona,Maricopa,85308,1.47
Tennessee,Warren,38581,1.47
Florida,Broward,33316,1.47
Louisiana,Assumption,70339,1.47
North Carolina,Pamlico,28571,1.47
Florida,Pinellas,33707,1.47
Arkansas,Cleburne,72523,1.47
Maine,Lincoln,04556,1.47
Washington,Pacific,98624,1.47
Colorado,Otero,81077,1.47
Oklahoma,Pontotoc,74871,1.47
Wyoming,Sweetwater,82943,1.47
Texas,Jefferson,77613,1.47
Oregon,Jackson,97535,1.47
Arkansas,White,72068,1.47
Idaho,Twin Falls,83316,1.47
Kansas,Crawford,66753,1.47
Pennsylvania,Susquehanna,18830,1.47
New York,Ulster,12456,1.47
Virginia,Page,22849,1.47
Tennessee,Williamson,37135,1.47
Florida,Volusia,32738,1.47
Massachusetts,Suffolk,02113,1.47
Pennsylvania,Beaver,15005,1.47
Virginia,Spotsylvania,22553,1.47
Ohio,Franklin,43224,1.47
Pennsylvania,Clearfield,16627,1.47
Washington,Pierce,98329,1.47
New Jersey,Somerset,07920,1.47
California,Butte,95942,1.47
Iowa,Polk,50265,1.47
Pennsylvania,Carbon,18624,1.47
Arizona,Santa Cruz,85621,1.47
Kentucky,Lincoln,40484,1.47
Montana,Jefferson,59632,1.47
New Mexico,Chaves,88232,1.47
Tennessee,Haywood,38012,1.47
Kansas,Shawnee,66402,1.47
Alabama,Mobile,36522,1.47
Tennessee,Knox,37919,1.47
Colorado,Arapahoe,80113,1.47
Kansas,Shawnee,66539,1.47
Wisconsin,Marathon,54474,1.47
Illinois,Bureau,61368,1.47
Indiana,Orange,47140,1.47
Massachusetts,Suffolk,02210,1.47
Georgia,Brooks,31643,1.47
Ohio,Clark,45341,1.47
Florida,Palm Beach,33449,1.47
Pennsylvania,Greene,15320,1.47
Texas,Hood,76035,1.47
Georgia,Walton,30052,1.47
Texas,Denton,76249,1.47
Arizona,Santa Cruz,85646,1.47
Pennsylvania,Crawford,16360,1.47
Kansas,Brown,66434,1.47
Wisconsin,Ashland,54806,1.47
Georgia,Oconee,30677,1.47
Minnesota,Hennepin,55447,1.47
Arkansas,Garland,71949,1.47
California,Kern,93555,1.47
North Carolina,Northampton,27842,1.47
Idaho,Canyon,83626,1.47
Tennessee,Lawrence,38457,1.47
Washington,Mason,98546,1.47
New Jersey,Bergen,07446,1.47
North Carolina,Warren,27563,1.47
Minnesota,Dakota,55044,1.46
Utah,Weber,84404,1.46
Colorado,Eagle,81621,1.46
Georgia,Dougherty,31705,1.46
Maine,Androscoggin,04236,1.46
New Jersey,Bergen,07656,1.46
North Dakota,Burleigh,58504,1.46
Colorado,Morgan,80733,1.46
Texas,Jones,79525,1.46
Maine,Knox,04862,1.46
Alaska,Ketchikan Gateway,99901,1.46
Georgia,Henry,30248,1.46
New York,Niagara,14094,1.46
Colorado,Mesa,81501,1.46
New Hampshire,Merrimack,03216,1.46
Ohio,Miami,45371,1.46
Arkansas,Cleburne,72543,1.46
Michigan,Macomb,48051,1.46
Alaska,Kodiak Island,99615,1.46
Colorado,El Paso,80808,1.46
Michigan,Oakland,48393,1.46
North Carolina,Wake,27610,1.46
Oklahoma,Pittsburg,74547,1.46
Washington,Mason,98588,1.46
Washington,Spokane,99223,1.46
Tennessee,Wayne,38450,1.46
Montana,Lake,59864,1.46
Wisconsin,Vernon,54624,1.46
Pennsylvania,Franklin,17202,1.46
Alabama,Jefferson,35226,1.46
Missouri,Jackson,64050,1.46
Maine,Somerset,04967,1.46
Pennsylvania,Huntingdon,17066,1.46
Illinois,Bureau,61312,1.46
Illinois,Lee,61042,1.46
Missouri,Taney,65614,1.46
Indiana,Fulton,46939,1.46
Pennsylvania,Northumberland,17832,1.46
Kentucky,Morgan,41352,1.46
California,Marin,94933,1.46
Nebraska,Cuming,68004,1.46
North Carolina,Bertie,27849,1.46
Oregon,Wheeler,97874,1.46
Kentucky,Russell,42642,1.46
Oklahoma,Washita,73622,1.46
Massachusetts,Hampshire,01062,1.46
Minnesota,Wright,55313,1.46
New Jersey,Somerset,07069,1.46
Texas,Milam,76577,1.46
Pennsylvania,York,17403,1.46
Georgia,Gwinnett,30039,1.46
New Hampshire,Hillsborough,03043,1.46
Alabama,Saint Clair,35131,1.46
Indiana,White,47995,1.46
Pennsylvania,Lehigh,18052,1.46
Tennessee,Knox,37915,1.46
Texas,Parker,76085,1.46
North Carolina,Onslow,28582,1.46
Ohio,Washington,45742,1.46
Virginia,Lee,24282,1.46
Tennessee,Greene,37681,1.46
Ohio,Clinton,45169,1.46
Texas,Randall,79110,1.46
Washington,Kitsap,98312,1.46
Maryland,Cecil,21919,1.46
Arkansas,Grant,72129,1.46
North Carolina,Northampton,27876,1.46
Oregon,Klamath,97733,1.46
Oklahoma,Garvin,73433,1.46
Arkansas,Arkansas,72026,1.46
South Carolina,Newberry,29127,1.46
Arizona,Cochise,85607,1.46
Ohio,Columbiana,43945,1.46
Pennsylvania,Bucks,19053,1.46
South Carolina,Orangeburg,29133,1.46
Minnesota,Otter Tail,56515,1.46
Minnesota,Scott,55054,1.46
Iowa,Linn,52401,1.46
Illinois,Will,60431,1.45
New Hampshire,Merrimack,03224,1.45
Minnesota,Grant,56311,1.45
California,Plumas,95971,1.45
Nebraska,Cass,68407,1.45
New Hampshire,Rockingham,03874,1.45
Michigan,Ingham,48823,1.45
Ohio,Muskingum,43777,1.45
Georgia,Douglas,30135,1.45
Wisconsin,Burnett,54830,1.45
Georgia,Carroll,30108,1.45
Oregon,Clatsop,97103,1.45
Minnesota,Martin,56088,1.45
Ohio,Ashland,44840,1.45
Pennsylvania,Tioga,16901,1.45
Massachusetts,Worcester,01531,1.45
Oregon,Josephine,97497,1.45
Pennsylvania,Somerset,15531,1.45
Virginia,Frederick,22602,1.45
Arkansas,Van Buren,72031,1.45
Virginia,Frederick,22655,1.45
Arkansas,Independence,72579,1.45
North Carolina,Wake,27523,1.45
Ohio,Washington,45715,1.45
Georgia,Cherokee,30183,1.45
Wisconsin,Brown,54302,1.45
Massachusetts,Suffolk,02130,1.45
Tennessee,Dickson,37055,1.45
Texas,Bastrop,78621,1.45
Wisconsin,Grant,53807,1.45
Arkansas,Crawford,72947,1.45
Oklahoma,Stephens,73533,1.45
Michigan,Ionia,48809,1.45
Georgia,Fannin,30513,1.45
Missouri,Cass,64012,1.45
Pennsylvania,Clearfield,15856,1.45
Nebraska,Clay,68980,1.45
Tennessee,Hamilton,37419,1.45
West Virginia,Hancock,26050,1.45
Pennsylvania,Somerset,15546,1.45
South Carolina,Spartanburg,29376,1.45
Maine,Penobscot,04411,1.45
Louisiana,Bienville,71068,1.45
Wyoming,Fremont,82515,1.45
Iowa,Clayton,52158,1.45
Colorado,Larimer,80532,1.45
North Carolina,Davie,27014,1.45
Pennsylvania,Fayette,15451,1.45
Arkansas,Cleburne,72581,1.45
Illinois,Marion,62853,1.45
South Carolina,Charleston,29405,1.45
Massachusetts,Middlesex,01876,1.45
Tennessee,Shelby,38134,1.45
Michigan,Oakland,48360,1.45
Arizona,Maricopa,85378,1.45
New Mexico,Bernalillo,87104,1.45
Illinois,McLean,61761,1.45
California,San Bernardino,92377,1.45
Kentucky,Bracken,41043,1.45
Iowa,Fremont,51640,1.45
Michigan,Kent,49507,1.45
New Jersey,Bergen,07430,1.45
Indiana,Johnson,46106,1.45
Ohio,Williams,43517,1.45
Ohio,Trumbull,44483,1.45
Ohio,Delaware,43082,1.45
Ohio,Columbiana,44413,1.45
New York,Warren,12804,1.45
New York,Suffolk,11941,1.45
Florida,Charlotte,33954,1.45
Pennsylvania,Allegheny,15056,1.45
North Carolina,Nash,27856,1.45
Idaho,Kootenai,83801,1.45
Tennessee,Knox,37914,1.45
Oklahoma,Adair,74960,1.45
Minnesota,Anoka,55304,1.45
Indiana,Wayne,47346,1.45
New Jersey,Bergen,07450,1.45
Montana,Flathead,59928,1.45
Nevada,Elko,89822,1.45
Utah,Sanpete,84627,1.44
Arizona,Maricopa,85387,1.44
Ohio,Columbiana,43968,1.44
New Hampshire,Rockingham,03801,1.44
North Carolina,Mecklenburg,28262,1.44
North Carolina,Edgecombe,27886,1.44
Florida,Pinellas,33764,1.44
Maryland,Baltimore,21057,1.44
Kentucky,Barren,42141,1.44
Pennsylvania,Philadelphia,19124,1.44
Illinois,DuPage,60502,1.44
Illinois,Bureau,61362,1.44
New York,Sullivan,12732,1.44
North Dakota,McLean,58577,1.44
Tennessee,Putnam,38506,1.44
Pennsylvania,Dauphin,17057,1.44
Montana,Cascade,59472,1.44
California,Kings,93204,1.44
Missouri,Cass,64701,1.44
Pennsylvania,Montgomery,18054,1.44
Massachusetts,Middlesex,02140,1.44
Kentucky,Jefferson,40213,1.44
Pennsylvania,Delaware,19073,1.44
New Jersey,Cape May,08247,1.44
Maine,Lincoln,04578,1.44
Florida,Lee,33904,1.44
New York,New York,10019,1.44
Missouri,Jackson,64110,1.44
Oklahoma,Tulsa,74012,1.44
Florida,Pinellas,34677,1.44
Georgia,Spalding,30224,1.44
Colorado,Weld,80645,1.44
Kentucky,McCracken,42053,1.44
New York,Queens,11357,1.44
New York,Westchester,10518,1.44
Texas,Hidalgo,78538,1.44
Idaho,Latah,83832,1.44
Massachusetts,Middlesex,01778,1.44
California,Kern,93283,1.44
Ohio,Montgomery,45458,1.44
New York,Franklin,12916,1.44
New Hampshire,Grafton,03755,1.44
North Carolina,Mecklenburg,28270,1.44
Florida,Pinellas,33761,1.44
Kentucky,Metcalfe,42166,1.44
Michigan,Wayne,48217,1.44
Nevada,Eureka,89821,1.44
Tennessee,Union,37848,1.44
Oklahoma,Adair,74964,1.44
California,Sacramento,95615,1.44
New York,Ulster,12494,1.44
Missouri,Lafayette,64011,1.44
New York,Westchester,10578,1.44
West Virginia,Marion,26574,1.44
Nebraska,Dakota,68030,1.44
Ohio,Ross,43101,1.44
Missouri,Saint Louis,63038,1.44
California,Shasta,96088,1.44
New Jersey,Monmouth,07750,1.44
Virginia,Shenandoah,22824,1.44
Massachusetts,Norfolk,02056,1.44
New Mexico,Rio Arriba,87532,1.44
New York,Dutchess,12564,1.44
West Virginia,Wayne,25514,1.44
Georgia,Laurens,31019,1.44
South Carolina,Lexington,29172,1.44
Minnesota,Hennepin,55374,1.44
Ohio,Greene,45387,1.44
New York,Kings,11219,1.44
Missouri,Boone,65255,1.44
New York,Warren,12878,1.44
North Carolina,Catawba,28610,1.44
Virginia,Roanoke City,24016,1.44
South Carolina,Florence,29591,1.44
North Carolina,Person,27343,1.44
California,Riverside,92260,1.44
California,Los Angeles,90004,1.44
Massachusetts,Middlesex,02452,1.44
Georgia,Walker,30741,1.44
Virginia,Brunswick,23843,1.44
Kentucky,Fayette,40515,1.44
Oregon,Jackson,97520,1.44
Missouri,Jackson,64052,1.44
Oklahoma,Oklahoma,73112,1.44
Illinois,Will,60585,1.44
California,Los Angeles,90020,1.44
Maryland,Anne Arundel,21076,1.44
Iowa,Monona,51523,1.44
Pennsylvania,Monroe,18331,1.44
West Virginia,Wood,26142,1.43
Pennsylvania,Somerset,15963,1.43
North Carolina,Randolph,27205,1.43
Pennsylvania,Berks,19543,1.43
South Carolina,Georgetown,29510,1.43
Tennessee,Robertson,37073,1.43
Missouri,Mississippi,63823,1.43
New York,Suffolk,11972,1.43
Pennsylvania,Juniata,17059,1.43
Oregon,Lincoln,97364,1.43
Nebraska,Lancaster,68512,1.43
California,Stanislaus,95368,1.43
North Carolina,Brunswick,28422,1.43
Michigan,Wayne,48207,1.43
Minnesota,Douglas,56354,1.43
Pennsylvania,Lancaster,17543,1.43
Ohio,Henry,43545,1.43
Arizona,Navajo,85937,1.43
Texas,Henderson,75770,1.43
New York,Suffolk,11946,1.43
Michigan,Houghton,49916,1.43
Florida,Monroe,33037,1.43
Tennessee,Roane,37748,1.43
Pennsylvania,Montgomery,19031,1.43
Georgia,Gwinnett,30044,1.43
New York,Oneida,13316,1.43
Florida,Pinellas,33765,1.43
Minnesota,Hennepin,55444,1.43
Minnesota,Clay,56560,1.43
Montana,Flathead,59912,1.43
Indiana,Spencer,47579,1.43
Georgia,Dade,30738,1.43
North Carolina,Transylvania,28772,1.43
Wyoming,Laramie,82001,1.43
Florida,Taylor,32348,1.43
Florida,Washington,32462,1.43
Michigan,Benzie,49635,1.43
Pennsylvania,Bucks,19030,1.43
Arkansas,Carroll,72631,1.43
New York,Westchester,10528,1.43
Montana,Yellowstone,59101,1.43
Georgia,Pickens,30177,1.43
Tennessee,Grainger,37708,1.43
Wisconsin,Bayfield,54839,1.43
Florida,Levy,32625,1.43
Minnesota,Rice,55087,1.43
Nevada,Elko,89828,1.43
Virginia,Fauquier,20187,1.43
Virginia,Pulaski,24058,1.43
Virginia,Brunswick,23856,1.43
Ohio,Mahoning,44405,1.43
Minnesota,Beltrami,56650,1.43
Iowa,Jackson,52207,1.43
Oklahoma,Garvin,73057,1.43
Texas,Travis,78746,1.43
Illinois,Cook,60642,1.43
Colorado,Adams,80229,1.43
Pennsylvania,Dauphin,17036,1.43
Florida,Suwannee,32064,1.43
North Carolina,Ashe,28626,1.43
Tennessee,Wilson,37122,1.43
New Hampshire,Rockingham,03885,1.43
Oklahoma,Garvin,73098,1.43
Virginia,Mecklenburg,23924,1.43
Kansas,Shawnee,66617,1.43
Virginia,Fairfax,22015,1.43
Washington,Clark,98604,1.43
New York,Wyoming,14530,1.43
Pennsylvania,Lancaster,17582,1.43
Missouri,Taney,65759,1.43
Massachusetts,Plymouth,02332,1.43
Texas,Bexar,78257,1.43
Texas,Harris,77006,1.43
Indiana,DeKalb,46785,1.43
Maine,Somerset,04961,1.43
Alaska,Matanuska-Susitna,99654,1.43
Iowa,Polk,50310,1.43
Alabama,Mobile,36575,1.43
Michigan,Oakland,48322,1.43
Virginia,Dinwiddie,23850,1.43
Oklahoma,Payne,74085,1.43
New York,Dutchess,12578,1.43
Nebraska,Phelps,68927,1.43
Iowa,Marion,50044,1.43
Ohio,Trumbull,44446,1.42
Arizona,Apache,85925,1.42
Missouri,Jackson,64146,1.42
Washington,Spokane,99009,1.42
New Hampshire,Belknap,03269,1.42
Washington,Pierce,98418,1.42
Florida,Sarasota,34293,1.42
Texas,Wise,76225,1.42
Michigan,Muskegon,49444,1.42
Pennsylvania,Allegheny,15144,1.42
Oklahoma,Washita,73024,1.42
Kentucky,Shelby,40022,1.42
Kentucky,Owen,40363,1.42
Texas,San Patricio,78362,1.42
Georgia,Lumpkin,30533,1.42
Indiana,Grant,46991,1.42
Louisiana,Calcasieu,70661,1.42
Virginia,Page,22851,1.42
North Carolina,Burke,28690,1.42
Texas,Johnson,76059,1.42
New York,Schenectady,12307,1.42
Colorado,Larimer,80549,1.42
Maine,Lincoln,04558,1.42
New York,Albany,12084,1.42
Pennsylvania,Northumberland,17850,1.42
California,Ventura,93030,1.42
New Jersey,Hudson,07029,1.42
Georgia,Screven,30446,1.42
Pennsylvania,Allegheny,15071,1.42
Kentucky,Hancock,42351,1.42
North Carolina,Buncombe,28778,1.42
New York,Chautauqua,14769,1.42
Oregon,Clatsop,97121,1.42
Alabama,Cullman,35057,1.42
Missouri,Clay,64060,1.42
Indiana,Hendricks,46118,1.42
Pennsylvania,Montgomery,19010,1.42
California,Tuolumne,95370,1.42
Wisconsin,Wood,54495,1.42
Ohio,Clermont,45102,1.42
Minnesota,Grant,56531,1.42
Wisconsin,Milwaukee,53110,1.42
Alabama,Limestone,35647,1.42
Alabama,Dale,36311,1.42
Washington,Spokane,99016,1.42
Virginia,Isle of Wight,23315,1.42
Oklahoma,Choctaw,74743,1.42
South Carolina,Charleston,29414,1.42
Wisconsin,Dane,53714,1.42
Pennsylvania,York,17318,1.42
Ohio,Ottawa,43446,1.42
Arizona,Mohave,86404,1.42
Iowa,Clinton,52732,1.42
Georgia,Chattooga,30731,1.42
Georgia,Washington,31082,1.42
Michigan,Eaton,48917,1.42
South Carolina,York,29726,1.42
Indiana,Noble,46784,1.42
California,Tulare,93271,1.42
California,Los Angeles,90302,1.42
Florida,Miami-Dade,33180,1.42
Ohio,Jackson,45656,1.42
Alabama,Montgomery,36106,1.42
Wisconsin,Green,53520,1.42
Arkansas,Lawrence,72476,1.42
Pennsylvania,Washington,15057,1.42
Florida,Palm Beach,33487,1.42
Tennessee,Dickson,37187,1.42
Georgia,Lamar,30257,1.42
Pennsylvania,Bucks,18901,1.42
Florida,Pinellas,34683,1.42
Georgia,Webster,39877,1.42
Florida,Polk,33859,1.41
North Carolina,Guilford,27410,1.41
Massachusetts,Norfolk,02067,1.41
Georgia,Camden,31569,1.41
Louisiana,Lincoln,71275,1.41
Oklahoma,Lincoln,74824,1.41
Texas,Clay,76365,1.41
Maine,York,04072,1.41
North Carolina,Watauga,28605,1.41
Minnesota,Goodhue,55009,1.41
Tennessee,Greene,37656,1.41
California,Los Angeles,90026,1.41
Texas,Bastrop,78659,1.41
Nebraska,Red Willow,69034,1.41
Kentucky,Henderson,42451,1.41
California,Los Angeles,90255,1.41
Maine,Knox,04858,1.41
Minnesota,Hennepin,55413,1.41
Florida,Dixie,32680,1.41
New York,Queens,11360,1.41
New York,Broome,13744,1.41
Oregon,Marion,97026,1.41
Georgia,Cobb,30064,1.41
Michigan,Macomb,48036,1.41
Massachusetts,Middlesex,01469,1.41
Arkansas,Sharp,72542,1.41
Tennessee,Cumberland,37723,1.41
Alabama,Madison,35761,1.41
North Carolina,Surry,27007,1.41
Idaho,Cassia,83346,1.41
Texas,Harris,77021,1.41
North Carolina,Wake,27604,1.41
Montana,Jefferson,59634,1.41
Alabama,Marshall,35976,1.41
Kentucky,Warren,42122,1.41
North Carolina,Gaston,28164,1.41
South Carolina,Orangeburg,29118,1.41
New York,New York,10003,1.41
Colorado,Montrose,81403,1.41
Tennessee,Hickman,37025,1.41
Washington,Grant,98823,1.41
New Mexico,Otero,88325,1.41
Tennessee,Lincoln,38453,1.41
Wisconsin,Green Lake,53926,1.41
Colorado,Pueblo,81023,1.41
Maine,Penobscot,04462,1.41
Utah,Iron,84760,1.41
Massachusetts,Franklin,01337,1.41
Tennessee,Bedford,37160,1.41
South Carolina,Fairfield,29180,1.41
Tennessee,Greene,37711,1.41
West Virginia,Jefferson,25443,1.41
Kansas,Johnson,66204,1.41
California,San Bernardino,92382,1.41
Michigan,Ottawa,49428,1.41
Michigan,Jackson,49202,1.41
New York,Westchester,10532,1.41
Minnesota,Scott,56011,1.41
Maine,York,04073,1.41
Delaware,New Castle,19810,1.41
Georgia,Forsyth,30028,1.41
Colorado,Denver,80220,1.41
North Carolina,Craven,28560,1.41
California,Fresno,93631,1.41
Indiana,Brown,46160,1.41
Florida,Lake,34748,1.41
Missouri,Saint Louis,63123,1.41
Nevada,Nye,89061,1.41
Nebraska,Lancaster,68504,1.41
Tennessee,Decatur,38311,1.41
Minnesota,Goodhue,55963,1.41
Minnesota,Pennington,56701,1.41
Florida,Putnam,32189,1.41
Pennsylvania,Allegheny,15014,1.41
Texas,Scurry,79526,1.41
Pennsylvania,Delaware,19373,1.41
Oklahoma,Tulsa,74136,1.41
Alabama,Jefferson,35116,1.4
North Carolina,Wake,27587,1.4
Georgia,Colquitt,31756,1.4
Ohio,Brown,45167,1.4
Pennsylvania,Chester,19348,1.4
Pennsylvania,Allegheny,15148,1.4
Oklahoma,Grant,73759,1.4
Georgia,Troup,31833,1.4
Michigan,Livingston,48169,1.4
California,Los Angeles,91766,1.4
Georgia,Randolph,39886,1.4
Nevada,Eureka,89316,1.4
California,San Bernardino,92374,1.4
Colorado,Weld,80603,1.4
Texas,Brazos,77801,1.4
Pennsylvania,Montgomery,19041,1.4
Pennsylvania,Jefferson,15767,1.4
Ohio,Miami,45373,1.4
Missouri,Jasper,64862,1.4
Massachusetts,Franklin,01351,1.4
Massachusetts,Suffolk,02135,1.4
Tennessee,Shelby,38016,1.4
New York,Albany,12059,1.4
West Virginia,Marshall,26031,1.4
Maryland,Montgomery,20832,1.4
Pennsylvania,Allegheny,15108,1.4
Massachusetts,Barnstable,02638,1.4
Kansas,Butler,67074,1.4
Massachusetts,Bristol,02356,1.4
California,San Diego,92065,1.4
Illinois,Jefferson,62864,1.4
Michigan,Montcalm,49329,1.4
Pennsylvania,Carbon,18235,1.4
New Hampshire,Rockingham,03870,1.4
Texas,Parker,76008,1.4
Kentucky,Oldham,40031,1.4
Indiana,Ripley,47041,1.4
Georgia,Camden,31548,1.4
Pennsylvania,Warren,16329,1.4
Maine,Penobscot,04488,1.4
Pennsylvania,Crawford,16434,1.4
New York,Orange,10921,1.4
Oklahoma,Seminole,74849,1.4
Texas,Travis,78725,1.4
Virginia,Fluvanna,23055,1.4
Idaho,Jerome,83325,1.4
Pennsylvania,Wayne,18472,1.4
South Carolina,Anderson,29624,1.4
Wisconsin,Portage,54467,1.4
Tennessee,Carroll,38317,1.4
North Carolina,Craven,28562,1.4
Ohio,Erie,44839,1.4
Wisconsin,Clark,54405,1.4
Georgia,DeKalb,30360,1.4
Oregon,Klamath,97623,1.4
New York,Chenango,13832,1.4
Maine,Androscoggin,04254,1.4
Florida,Pinellas,33782,1.4
Alabama,Shelby,35040,1.4
Oregon,Yamhill,97148,1.4
Arizona,Maricopa,85392,1.4
Minnesota,Dakota,55118,1.4
North Carolina,Brunswick,28469,1.4
Tennessee,Lincoln,37144,1.4
Georgia,Bibb,31206,1.4
Georgia,Putnam,31024,1.4
New Mexico,Bernalillo,87114,1.4
Michigan,Berrien,49107,1.4
Massachusetts,Worcester,01434,1.4
Iowa,Kossuth,50539,1.4
Virginia,Charlotte,23963,1.4
New York,Columbia,12513,1.4
Wyoming,Carbon,82331,1.4
New York,Oswego,13036,1.4
Ohio,Marion,43356,1.4
North Dakota,Walsh,58231,1.4
Kentucky,Livingston,42028,1.4
Alabama,Baldwin,36561,1.4
Arkansas,Sebastian,72916,1.4
Texas,Travis,78734,1.4
Arizona,Maricopa,85087,1.4
Oklahoma,Oklahoma,73127,1.4
Missouri,Boone,65240,1.4
Florida,Brevard,32920,1.4
New Jersey,Hudson,07047,1.4
Washington,Okanogan,98856,1.4
Florida,Jefferson,32336,1.4
Wyoming,Fremont,82501,1.4
Pennsylvania,Clinton,17747,1.4
Illinois,Cook,60614,1.4
California,Contra Costa,94596,1.4
Michigan,Muskegon,49437,1.4
New York,Suffolk,11901,1.4
Oklahoma,Oklahoma,73008,1.4
California,Riverside,92505,1.4
Ohio,Morrow,43315,1.4
Missouri,New Madrid,63869,1.4
South Carolina,Florence,29583,1.4
Tennessee,Tipton,38023,1.4
Missouri,Audrain,65285,1.4
Minnesota,Fillmore,55962,1.4
Oregon,Lincoln,97366,1.4
Indiana,Warrick,47619,1.4
North Carolina,Carteret,28511,1.4
Georgia,Thomas,31626,1.4
Arizona,Pinal,85173,1.4
Colorado,Costilla,81133,1.39
Pennsylvania,Susquehanna,18812,1.39
North Dakota,Divide,58730,1.39
Minnesota,Hennepin,55443,1.39
New Jersey,Essex,07043,1.39
California,Nevada,95949,1.39
Indiana,Howard,46902,1.39
Kentucky,Jefferson,40214,1.39
Kansas,Sedgwick,67067,1.39
Idaho,Twin Falls,83334,1.39
Pennsylvania,Delaware,19342,1.39
Minnesota,Lake of the Woods,56623,1.39
South Carolina,Dorchester,29477,1.39
New York,Richmond,10310,1.39
Texas,Erath,76433,1.39
Oregon,Lane,97437,1.39
Tennessee,Montgomery,37040,1.39
Kentucky,Pike,41531,1.39
Virginia,Rockingham,22834,1.39
West Virginia,Jefferson,25442,1.39
California,Los Angeles,91405,1.39
California,Sacramento,95632,1.39
Ohio,Huron,44851,1.39
Georgia,Morgan,30625,1.39
Georgia,Franklin,30662,1.39
Tennessee,Obion,38260,1.39
Minnesota,Otter Tail,56324,1.39
Michigan,Macomb,48089,1.39
Maine,Hancock,04616,1.39
North Carolina,Pender,28421,1.39
Montana,Yellowstone,59044,1.39
Kansas,Wyandotte,66012,1.39
